,request_id,function name,duration (ms),billed duration (ms),memory size (mb),max memory used (mb),init duration (ms),import duration (ms)
516,3160e3b7-801f-40cf-8ebf-4b240f954b27,fn972,1.63,662,1024,49,660.28,365.99135398864746
517,8aaa7395-0447-48aa-b2ff-17727c0ce2c9,fn980,2.50,327,1024,31,323.77,26.012420654296875
518,1be8436a-c729-4c57-9039-f9e9250f24d8,fn981,1.50,362,1024,31,359.91,47.025203704833984
519,40a6ee8b-d21f-4015-85ba-610a35f9b511,fn983,7.01,358,1024,34,350.42,77.83055305480957
520,1a156a2c-fe20-49fb-be80-ecdcc2901c94,fn984,1.43,628,1024,32,626.43,354.36367988586426
521,13eb1317-ac84-4152-989c-f8d1501b420a,fn985,1.28,753,1024,49,750.75,415.04573822021484
522,bcc68e49-c7ff-433e-8266-0a027a385208,fn986,1.70,685,1024,48,682.43,386.7621421813965
523,4aacd3e7-ba9c-4d3f-b3e8-193c76502a38,fn988,1.37,1162,1024,56,1160.59,831.8073749542236
524,1c06a83d-22b6-466b-bc20-9e2fb049226a,fn989,1.49,379,1024,31,377.40,30.078649520874023
525,827a96e3-c77e-4c07-8a2d-3a433c0f3f24,fn990,2.69,955,1024,62,951.60,665.6174659729004
526,b2558e37-0e14-491a-86cf-21686a9870cd,fn991,1.71,373,1024,33,371.20,91.47882461547852
527,31c30ecb-ed57-46c8-989d-e7a2ec661bbd,fn993,1.13,490,1024,62,488.09,390.9289836883545
528,93f3a9eb-67d2-49e3-b363-b8965f89f827,fn994,1.23,276,1024,30,273.82,0.000476837158203125
529,94ac6ad7-efcd-43ee-b93b-bef02a47f8d1,fn996,1.37,374,1024,33,372.16,82.35573768615723
530,1fadc62f-2faa-4b32-bb00-e6e27efcdce1,fn995,1.42,886,1024,66,883.66,586.423397064209
531,d1fb838c-56c7-4b74-9eeb-334fc0329ab3,fn997,2.18,520,1024,48,517.67,267.1997547149658
532,11b5eaa1-99a2-4081-a40b-cd18d34d429f,fn999,1.57,424,1024,30,422.36,155.43222427368164
533,dd44c2dc-3163-45da-86ec-81517ed81c42,fn1001,2.48,384,1024,34,381.41,86.46202087402344
534,05534671-7232-4dcb-9463-39ddd72b66d3,fn1004,1.36,728,1024,49,726.13,439.0275478363037
535,73af70c1-a9a0-4d03-a2e7-c8513acdd448,fn1005,1.29,848,1024,48,845.92,572.4363327026367
536,c9a7ebab-3f1b-4684-8fa7-08890303b3b6,fn1006,2.63,383,1024,31,380.35,48.847198486328125
537,95d7f18f-7c2e-4365-8f33-f58042c7de44,fn1008,1.96,987,1024,62,984.87,654.3929576873779
538,22290a33-65dd-4e04-943d-31b9ab751ad1,fn1009,1.36,698,1024,47,695.82,360.642671585083
539,187c22b8-b03f-4bba-b5e1-9c0a577d94bb,fn1011,1.57,613,1024,31,610.62,285.97235679626465
540,c63a992a-2bdf-495e-b8dd-8d2275a327e7,fn1010,18.90,2304,1024,59,2284.91,1945.2753067016602
541,e9bf47a7-9524-45c6-bd91-aeee2e5d443b,fn1012,1.38,1049,1024,53,1047.26,757.5705051422119
542,a97d1122-e4e5-4ccd-b442-e8d4e2323202,fn1014,1.37,344,1024,31,341.70,52.617788314819336
543,77283edc-1fe5-4f05-a071-a14efc24ab54,fn1015,1.42,588,1024,30,585.79,134.38725471496582
544,d9da30ae-c9aa-47fa-b47e-2385281e4e75,fn1017,1.86,416,1024,33,413.15,87.83316612243652
545,73d2d922-fb50-4b4c-b307-27f3947b8135,fn1018,1.54,403,1024,31,400.57,50.40335655212402
546,f5a6f7f5-f88e-43c6-bbd7-d0fe12625f9c,fn1019,1.72,632,1024,47,629.38,343.7521457672119
547,98bc5a79-4222-4e1e-ad7e-348a82f047a6,fn1020,1.20,736,1024,62,734.78,450.54054260253906
548,1d33e285-471f-4840-afde-19df2271d95e,fn1022,1.34,374,1024,33,372.32,71.33030891418457
549,27a33438-743b-49cf-9c6f-7314d00bbe9e,fn1023,1.32,174,1024,33,171.74,44.777631759643555
550,db51123b-86f1-4245-a2ab-ac0c6ffb27cb,fn1024,3.82,5434,1024,85,5429.70,5079.002380371094
551,71b3e254-2dd5-4770-8c43-30a55d6cd059,fn1028,1.60,851,1024,65,849.10,584.0897560119629
552,dfa30ef0-d6b7-490a-8fe6-1655ad3d539d,fn1030,2.28,347,1024,32,343.74,48.26855659484863
553,43154b1f-8d0d-41ab-87b4-53cc9cc81ec2,fn1031,1.01,426,1024,42,424.70,178.4679889678955
554,168bba31-10fc-4de0-83f0-9409b8d9b238,fn1032,6.05,494,1024,42,487.17,205.9924602508545
555,cc552956-4787-4b53-9861-7dfdb781a896,fn1035,1.25,191,1024,34,189.60,70.92475891113281
556,567c40b3-9043-49e8-b46c-7aa798b23e19,fn1037,2.25,363,1024,33,360.68,89.37430381774902
557,1383f9df-f72e-4eaf-b91c-0c0a5a798916,fn1038,1.35,1036,1024,61,1034.56,713.8941287994385
558,7013d235-61b2-49eb-8d28-d234f977cc6e,fn1040,1.26,347,1024,34,345.33,87.00060844421387
559,c933de7c-00ff-47b1-a8ef-ee479d742aa4,fn1039,1.55,329,1024,30,327.00,25.28214454650879
560,0c00b9db-6ced-4bc1-a818-6c375456a598,fn1041,1.29,515,1024,32,513.17,191.5721893310547
561,37dd260e-8e31-407e-be09-82d1eefb798c,fn1042,1.32,164,1024,32,162.05,53.449392318725586
562,1c1b2628-3c42-48fa-afa8-b6da4340c97b,fn1044,1.39,514,1024,34,512.45,151.45063400268555
563,4dc6b75f-5d7b-45c2-a6e7-416d5e50ca82,fn1045,1.50,1731,1024,63,1728.85,1618.6296939849854
564,2745adcc-5c7b-41e9-bfe8-f637e7c435b8,fn1050,1.30,611,1024,48,609.21,329.29420471191406
565,8653159a-f812-4c0c-a3ca-dfe84c094364,fn1051,1.40,527,1024,48,525.50,271.8327045440674
566,7ab08dff-23ff-4f83-a99d-ec593d8920ea,fn1052,1.60,473,1024,33,470.77,109.34972763061523
567,3a2b7930-9d96-4239-bed8-0e0cc3982800,fn1055,1.58,413,1024,30,410.48,23.894786834716797
568,20319624-dbea-4bd0-8534-9f05c0f0c062,fn1056,2.07,381,1024,31,378.32,31.59618377685547
569,79f45012-b7d8-42a5-ad74-6ded6f185cf4,fn1057,1.50,397,1024,31,394.86,58.09760093688965
570,6e09f14d-9264-4d40-b12e-a69489e7097b,fn1058,1.16,270,1024,30,268.20,21.51012420654297
571,c36e7427-61c7-4c94-9bf6-a53f49495452,fn1060,1.52,654,1024,48,652.09,342.32282638549805
572,ad937387-ee6a-4723-bd57-19d51f2eaa0b,fn1062,3.54,379,1024,31,375.20,54.49485778808594
573,9889157d-de9a-47b0-95a4-51f9cbdbd870,fn1063,1.70,387,1024,31,385.06,40.90714454650879
574,7a757694-095b-4940-904c-a00c98e56b79,fn1065,2.53,702,1024,53,698.90,364.5455837249756
575,d2ba16b8-1731-4203-bd0b-87acb4316035,fn1067,1.55,342,1024,40,340.01,209.18512344360352
576,7f44e2dc-1999-4835-93f8-7755248b5a18,fn1066,1.43,1172,1024,88,1170.11,1034.4054698944092
577,29cd4b4f-1c76-4f7d-900c-1cb20daa936d,fn1068,1.12,1033,1024,100,1030.94,919.5234775543213
578,46945dc7-70ed-46c7-bb5c-5b3a2e91f3b1,fn1069,2.36,336,1024,33,332.93,79.65302467346191
579,1a8775f0-60f6-469a-8bc1-660d262bbfa2,fn1070,2.45,345,1024,31,341.78,53.913116455078125
580,14ad0dd7-524b-4f7f-92aa-a3489fb3da16,fn1072,1.29,387,1024,33,385.53,104.84075546264648
581,ec946e52-a049-463b-8dc5-f9754c8a0ee1,fn1075,1.55,350,1024,31,348.17,51.97906494140625
582,a7d13f1a-6fc7-4d1c-94bb-d33fafe9c263,fn1074,1.53,851,1024,58,849.44,528.069257736206
583,303bf029-23ce-4006-a04c-3fed0ee1219b,fn1076,1.71,669,1024,49,666.98,346.9257354736328
584,11289d22-f2c3-4a58-815f-178dbb196f08,fn1078,1.42,554,1024,48,551.61,292.09065437316895
585,65d6d33a-e50a-4f30-b86a-a0cb92aed70a,fn1080,1.26,304,1024,30,302.73,0.0011920928955078125
586,2e46fc5c-018f-4ea4-83ee-6583402643f4,fn1079,2.56,635,1024,44,632.28,328.2299041748047
587,a5381c12-c0af-406c-b171-e7b659632701,fn1082,2.68,533,1024,43,529.40,267.6968574523926
588,edb1ec39-5cbe-4890-9758-a1f09689ba3d,fn1085,1.23,650,1024,44,648.32,334.2411518096924
589,ef515fcd-4405-47b6-9ed0-0f360548603f,fn1086,1.39,845,1024,55,843.10,513.150691986084
590,7e284c6e-7958-46f4-b26d-1bc340117430,fn1087,1.34,320,1024,31,318.28,53.75337600708008
591,b5ac424f-7c85-4d1a-84a2-9fec28adb584,fn1088,1.27,975,1024,61,973.51,605.5595874786377
592,6f835338-b45e-413c-a379-3c5a8aebda23,fn1090,1.24,586,1024,44,584.31,275.6199836730957
593,c60efdcc-6d67-4df6-8be1-bf131821f8d4,fn1094,1.46,378,1024,32,376.35,97.15938568115234
594,d75b0b94-491b-41b7-8f8c-57c26bbc6782,fn1100,1.14,608,1024,43,606.70,288.27714920043945
595,ff9df832-2cb4-4969-8f54-253881d61101,fn1103,1.99,275,1024,35,272.14,146.42834663391113
596,2d77d4a8-dfaf-490f-945c-1ee4616bb47a,fn1104,1.78,1344,1024,74,1341.39,1016.3331031799316
597,7cbfa3aa-dffd-45a1-ace6-497d5f7acca3,fn1107,1.42,158,1024,31,156.47,25.325775146484375
598,04849607-e30b-4ad2-a650-3f36346459c2,fn1108,1.14,267,1024,31,265.47,42.53816604614258
599,d9a68d7c-a49c-44a1-aec8-7732a983687a,fn1109,1.29,135,1024,31,133.61,27.317047119140625
600,634f5e43-4a22-4f3f-9d93-a8081d1e98d2,fn1110,1.14,329,1024,31,327.77,43.0905818939209
601,4089e9eb-8707-4e67-8091-46ba39b739a2,fn1112,1.84,527,1024,31,524.77,151.12924575805664
602,08267a7e-54a8-43f0-b4e6-7f48ec756621,fn1118,1.20,478,1024,47,475.90,287.8859043121338
603,c0ff257e-2610-4687-b5f0-641a0d102536,fn1119,5.98,298,1024,31,291.04,23.274898529052734
604,a9ae3ead-4d84-4ee8-9711-417b6182aa7d,fn1122,1.62,1247,1024,73,1245.07,978.0993461608887
605,4748dfd5-464d-40e3-a375-f6dbb543e3cf,fn1124,1.14,327,1024,31,325.79,43.91121864318848
606,14aeb3b4-db08-4ee1-bd1a-c47df11a613a,fn1125,1.55,292,1024,30,289.91,0.0007152557373046875
607,41d02e68-483d-4905-91cc-b7d55cbd4ca6,fn1127,1.44,699,1024,48,696.98,377.1185874938965
608,345b089c-ebae-4cef-96e1-72ebfd45bf1a,fn1129,1.31,937,1024,84,935.12,816.4751529693604
609,cc94b1b6-d075-41ab-a5fc-a5a5fb4fe9eb,fn1131,1.67,684,1024,50,682.15,353.78265380859375
610,697eb4d8-4d49-40dd-bb1d-d045ec85b1dd,fn1132,2.29,432,1024,31,429.38,135.270357131958
611,e88b5ee4-c1f5-4457-8d87-f043d723bd35,fn1134,1.25,510,1024,33,508.31,172.2409725189209
612,ad7edef5-f535-493c-a4bf-9280fbba5d53,fn1135,1.24,407,1024,48,405.14,294.5539951324463
613,e544b2c7-5b03-48ec-9fe2-882118a06602,fn1137,1.51,929,1024,65,926.94,612.7200126647949
614,4c709d03-2274-44b8-83d2-8ac2d1817544,fn1138,1.80,437,1024,31,434.31,56.082963943481445
615,f658c7e3-a038-4752-81d5-143324de5713,fn1139,1.22,415,1024,31,413.30,62.71791458129883
616,80298fb0-1848-4c2e-ad8a-66139ec7b601,fn1140,2.67,780,1024,61,776.60,511.0344886779785
617,b3ed680c-da57-44bd-995f-24b1f13c15ed,fn1142,2.78,120,1024,31,116.70,0.000476837158203125
618,75ed8809-fca0-4c61-93ee-d1bc7a8dee7a,fn1143,1.44,791,1024,39,788.70,373.46839904785156
619,5a740400-5c1b-4871-b573-a1a51bf73094,fn1145,1.69,303,1024,35,301.07,172.67894744873047
620,80f4f0e9-1816-4480-af79-d3ffeb9434a3,fn1147,1.28,358,1024,32,356.43,98.90532493591309
621,750876f8-4993-4d51-8fef-6dc2a33dce21,fn1149,1.35,1264,1024,67,1262.12,955.9531211853027
622,60de3be1-6ec7-4b5a-a694-f39fc08d6c8e,fn1150,1.42,422,1024,31,419.91,89.59126472473145
623,ade1997b-23ca-45f1-85d1-7aefa42b51cb,fn1151,1.26,135,1024,31,133.46,3.7932395935058594
624,4f23686d-8e90-48df-a386-fa1f1b2e10fa,fn1153,1.34,699,1024,48,697.41,368.818998336792
625,86efbc4e-a52e-4fca-8ca4-88095bb5c25a,fn1155,2.69,408,1024,31,405.28,82.97109603881836
626,fa811404-4523-4913-9478-e95f4e48adf7,fn1156,1.59,1973,1024,80,1970.71,1651.320219039917
627,607a7952-2f75-4d17-934a-e5baf85a64ba,fn1159,1.31,354,1024,31,352.26,49.20315742492676
628,ca00856c-a054-4a3b-af5e-9c31ceaf9e8d,fn1161,2.81,869,1024,49,866.00,470.12853622436523
629,1aec79dc-06fd-4e21-b137-1b43feb58cb9,fn1162,1.55,615,1024,48,613.33,353.16991806030273
630,b97945dc-6b75-4814-a3a8-0da4826d9e27,fn1160,1.09,1717,1024,91,1715.03,1379.1258335113525
631,08be8b5f-f8ff-4c29-a713-af870be9a18c,fn1165,1.34,683,1024,49,680.84,408.7939262390137
632,8e91f45d-4b78-4dc4-b7bd-cf46574800ee,fn1166,1.28,288,1024,30,286.16,0.0007152557373046875
633,1e2c9c85-7717-434f-9199-fc39fff7ab19,fn1167,1.46,1124,1024,71,1121.86,817.0714378356934
634,e8e137a4-6626-4232-bb9a-99547024e1b1,fn1169,1.63,370,1024,31,368.26,69.1831111907959
635,febfaeec-7932-4776-bb11-665ad1fe2712,fn1170,1.23,714,1024,46,712.34,392.0876979827881
636,6ed39578-4be6-4bf5-a504-db81b323e4b0,fn1171,1.27,1047,1024,61,1045.45,697.6542472839355
637,e9e01484-2a4f-4eb9-a023-f7661fe09d21,fn1173,1.48,535,1024,38,532.82,203.5374641418457
638,c4c1f234-2983-4438-9850-211d65f275ab,fn1174,2.54,486,1024,38,482.55,185.72616577148438
639,416dbf2e-8866-413c-be49-7d0c33ceb027,fn1175,1.77,344,1024,31,342.16,35.376548767089844
640,dd6720cf-e965-40ba-b1c3-d2691ed30620,fn1177,5.52,286,1024,31,279.99,38.88368606567383
641,2e43a0c3-9b60-426d-84df-c2a6c4d00fc9,fn1176,1.61,546,1024,46,543.86,258.7125301361084
642,607beaf0-2a3f-4972-90cb-96fe6b8cd739,fn1178,2.15,660,1024,44,657.43,339.68091011047363
643,17693951-cd8e-425f-9505-b85f9a907958,fn1179,1.52,657,1024,48,654.91,364.4106388092041
644,a11b7e0b-9fc7-4b42-9633-680cfa779559,fn1180,1.33,566,1024,44,564.25,295.1655387878418
645,5bed386a-5f6f-49d7-9d11-eb8a2a55926e,fn1181,2.43,739,1024,48,735.91,389.4915580749512
646,10573842-5a67-4cac-9236-648434542416,fn1183,1.37,401,1024,34,399.42,124.69601631164551
647,7c989004-115e-4491-9ecc-884aea01b56b,fn1188,1.33,165,1024,31,162.67,28.63907814025879
648,8acbd7d5-ecb0-4415-895c-55b12c280b1d,fn1186,1.39,5515,1024,99,5513.46,5381.300926208496
649,140f5e60-c454-4811-989a-3a059fa84a9e,fn1191,1.34,396,1024,32,394.52,117.44809150695801
650,b6c4e304-6142-41e4-8591-0c3eeead180f,fn1192,6.75,405,1024,34,398.23,98.62446784973145
651,d0e158d6-410c-47f9-b7fe-23943d032c88,fn1194,1.49,144,1024,31,142.14,15.995264053344727
652,a47d6de8-5b42-4413-b2ff-fccb1c9acc18,fn1195,1.27,238,1024,30,236.06,15.625476837158203
653,352d0b39-9579-45f5-9178-708733639b84,fn1199,1.31,568,1024,43,565.96,258.0745220184326
654,909e3457-5e64-484f-a4dc-7b3f55b49f1c,fn1201,1.45,487,1024,41,485.50,196.15697860717773
655,b182f674-4900-4d6c-ad94-fd4dce1389c7,fn1204,1.34,404,1024,31,401.68,55.28879165649414
656,7092ef06-585f-453f-a1ea-cd4892bf7844,fn1205,1.33,309,1024,31,307.18,42.53339767456055
657,fb65cb11-cdb8-4f50-978b-92dab53a6eb7,fn1206,1.36,708,1024,49,706.16,390.67983627319336
658,ff95d1cb-9f74-47b0-91d2-a3f76275919f,fn1207,2.14,707,1024,62,703.97,571.8319416046143
659,45d3f0f1-2283-4bea-ab3b-cced734460ed,fn1208,1.26,161,1024,31,159.60,27.788400650024414
660,1b381b51-bf67-420b-8e76-d08d431b1dc5,fn1209,1.21,559,1024,46,557.21,293.5519218444824
661,5b996c56-d87b-46c4-9017-6a1967eb349a,fn1210,1.38,632,1024,44,630.51,336.90619468688965
662,de660e2d-af3c-49be-b145-e2ab9861b791,fn1211,1.36,769,1024,48,767.53,436.9466304779053
663,54d3b773-16f3-4a57-bc93-876547785333,fn1213,2.62,1232,1024,71,1228.94,918.4665679931641
664,6f38dcba-0d04-4c07-85c6-82704fc361bb,fn1215,1.26,142,1024,31,140.34,26.739835739135742
665,a272d73a-7fe8-4ee3-8abf-3e62e8e8a3b0,fn1218,1.50,791,1024,52,788.75,460.7977867126465
666,cea7a165-70e1-4fac-a6a7-419c17b86607,fn1220,1.73,479,1024,32,476.49,120.12028694152832
667,24af52ba-485c-4a4e-af2e-1caea5080a8d,fn1223,1.40,701,1024,57,698.91,572.526216506958
668,5b83b586-1297-4519-aae6-2e6d3d1a1f9c,fn1224,1.50,337,1024,30,334.93,34.334421157836914
669,0907fbb3-6e8b-4194-aa96-e1e8c46a4c50,fn1225,1.48,348,1024,31,345.93,42.81210899353027
670,9e635b81-e2de-400a-8077-2c63814731f8,fn1227,1.33,710,1024,48,708.43,337.6927375793457
671,3304cb5b-fdd9-4501-a79d-65736a1cd311,fn1228,1.22,337,1024,43,334.88,194.69213485717773
672,83a962ab-d541-446b-aca1-a79378422f9e,fn1229,1.43,361,1024,31,358.69,54.44192886352539
673,11513023-abd7-4ed7-83e9-cc3a66c88d24,fn1230,1.63,893,1024,53,890.44,547.5807189941406
674,77ba4410-28ce-4341-aa1b-2548938d3052,fn1232,1.36,556,1024,48,554.45,282.745361328125
675,df4d50aa-d92f-4e62-a098-3cff77f52180,fn1240,2.45,401,1024,31,398.27,25.209426879882812
676,f7c6b9a0-32c5-4253-aa7d-eb8981ea796d,fn1241,2.35,408,1024,32,405.24,85.83688735961914
677,3ea64f13-4795-44e8-837a-5d0b19aaa70b,fn1244,1.78,737,1024,43,735.17,419.4176197052002
678,1487b560-e30f-4fb9-b929-674fd2b8a7ab,fn1246,1.52,304,1024,30,301.80,23.777008056640625
679,787ffe70-97b0-40b3-aa5d-993abed24a7c,fn1247,1.46,442,1024,34,440.45,115.55695533752441
680,7aa8dda8-e2ea-4875-8c21-82835ac31112,fn1248,1.38,337,1024,30,335.09,29.719829559326172
681,a4fb9e17-1ade-418c-a34d-b618644787fb,fn1249,1.40,874,1024,59,872.35,541.2096977233887
682,a4662aae-30a3-448b-bf2a-5920b02fd912,fn1250,1.44,631,1024,54,628.89,390.9566402435303
683,d3cf4c02-d5a9-4b35-9366-6a24e4b22e62,fn1251,1.43,1009,1024,43,1006.80,600.9502410888672
684,b9860a32-9c1c-48db-b572-a9a430df24ad,fn1252,1.28,149,1024,30,147.10,1.9984245300292969
685,5f947884-94bb-4dc6-be2d-e6a1fa3fdede,fn1254,1.14,599,1024,48,597.71,331.7112922668457
686,e60a2acf-8ae9-42cb-9eb5-3285f05daf6c,fn1255,1.61,336,1024,33,334.37,61.55681610107422
687,30b7aeee-1ac3-4109-a095-e3db1a2137b4,fn1256,1.32,389,1024,32,386.77,75.29544830322266
688,4e3b9390-22b9-4bc3-864c-37c3b3170095,fn1259,2.17,298,1024,31,295.36,22.984981536865234
689,89ccb30a-1f26-4e62-be1b-5168863f4d82,fn1262,1.29,714,1024,52,712.67,393.19515228271484
690,0242cb8d-3dc8-4231-9a46-e1153e80f47a,fn1263,1.40,373,1024,30,370.73,66.50686264038086
691,4a17f70a-4758-43bb-b5bc-9c4fb4e0694c,fn1264,1.53,355,1024,31,352.75,35.939693450927734
692,daab980b-74ab-42bb-a365-630f3ed44462,fn1265,1.24,421,1024,30,419.49,56.55384063720703
693,5a02b281-0237-4fba-a2ca-e15c65189d1d,fn1267,2.00,592,1024,30,589.28,69.24581527709961
694,4678e402-f60a-45b3-aa61-f5a92bdcad19,fn1268,1.45,349,1024,31,346.71,45.26662826538086
695,638a46a4-864f-4957-98b1-1e47b014b175,fn1269,1.25,909,1024,62,907.28,577.0487785339355
696,3442f5fb-c409-4b01-869d-ea82d10c4a19,fn1270,2.41,362,1024,31,358.88,50.21810531616211
697,f07184e0-72cd-458b-ada2-567ddcf18e4e,fn1273,2.00,519,1024,42,516.93,221.64630889892578
698,270d959f-e7dd-4c9a-b2d1-f813d6cd9dce,fn1274,1.09,398,1024,50,396.48,184.03196334838867
699,c9ba17d5-59b1-4294-a1f0-69ed31250309,fn1276,1.28,307,1024,30,305.44,31.510114669799805
700,4fb357a1-9c40-4791-94bd-7f05e52a06f5,fn1278,1.35,418,1024,36,416.56,136.00611686706543
701,b3adfe15-a387-470c-9715-13e36a090ba6,fn1280,2.42,396,1024,40,393.38,136.28268241882324
702,16f9ea55-bb9b-4f87-a743-3b247b7d492f,fn1281,1.40,373,1024,31,371.05,50.52542686462402
703,4f22ca1b-fb59-4d06-bbca-e437c386a0e7,fn1282,1.32,610,1024,43,608.59,310.37402153015137
704,ee4f93fa-641f-41f6-bda7-79a7ffc2a348,fn1284,1.35,533,1024,34,531.03,233.96682739257812
705,c2a07b34-13e7-4731-9195-f7cc6a765ed8,fn1285,1.53,374,1024,31,371.80,82.30161666870117
706,3fad0e88-500b-45e6-93e7-50f8d34e22c6,fn1286,1.51,474,1024,35,472.03,137.96591758728027
707,c8f2563d-e3a4-4c5c-95fb-90ce3e6c6aad,fn1287,1.44,495,1024,43,492.85,225.47411918640137
708,4c7880d3-7d99-43f0-8d94-e34babe97356,fn1288,2.43,894,1024,62,891.54,600.902795791626
709,327f48f4-f39f-46b4-b033-a2e218df266f,fn1289,1.36,625,1024,43,623.24,324.12099838256836
710,9f1d0ebf-a6d3-441d-a5aa-f8eb5a282299,fn1291,1.27,336,1024,30,334.72,36.431074142456055
711,61605f80-6117-479d-a8ba-a5f5b0796d7d,fn1296,1.36,341,1024,31,339.14,46.86331748962402
712,78c1eafe-e9c8-4a8c-a4a4-d75c8a935438,fn1298,1.39,540,1024,33,537.72,154.33454513549805
713,8be7e26a-328a-4bd9-b7d7-a5c0b1a86ae1,fn1300,1.45,435,1024,36,433.53,159.06786918640137
714,71964dfe-c863-4221-9528-00526be2a574,fn1301,1.42,529,1024,43,527.40,261.6705894470215
715,1b77b749-047a-4a9f-8635-f4c451f5c0ad,fn1302,1.28,606,1024,49,604.21,321.6686248779297
716,9c2e52fb-7da4-41c8-b387-8041eb3f3b9c,fn1303,1.65,361,1024,31,358.76,31.383514404296875
717,8b8ba746-de06-4c2e-9e12-900f408329e0,fn1304,1.63,356,1024,43,353.81,216.994047164917
718,03895653-d874-4bd3-80ff-78ba262107a9,fn1307,1.23,787,1024,62,785.39,504.84323501586914
719,4bfe56d9-06a5-4384-8564-4996e7e058cf,fn1309,1.41,638,1024,49,636.28,357.9397201538086
720,167752e9-e517-4f60-9a34-17297117658e,fn1310,1.86,194,1024,33,191.35,61.4778995513916
721,1436b0c1-246e-4878-b443-62735d2717d2,fn1311,1.38,207,1024,32,204.67,76.11823081970215
722,11e321f6-ec4b-4725-b0b1-ee6d83790c87,fn1312,1.26,746,1024,51,743.76,414.0589237213135
723,849be3a4-67a2-4884-a197-0f5e03d1534d,fn1313,1.34,523,1024,53,520.73,269.5436477661133
724,e0002bdd-f5da-4094-be27-ed72b8345910,fn1314,1.35,308,1024,30,306.42,31.08811378479004
725,fbc081a6-050b-4963-b0ef-3b02c2a135d5,fn1315,1.68,1010,1024,65,1007.46,731.4343452453613
726,d9d07e62-f302-48d0-b56c-8581167ed35c,fn1316,1.25,1154,1024,86,1152.07,1010.3142261505127
727,c7981e60-2885-41ed-ad4b-5fb66eafbf90,fn1317,1.83,810,1024,65,807.42,684.4210624694824
728,bff57f25-4cb2-4630-b7c2-6582eb44172b,fn1318,1.28,839,1024,59,837.13,510.35022735595703
729,811d9b57-157f-4fb7-bb0a-a9809bdc36ab,fn1320,1.76,1301,1024,74,1298.87,1020.5941200256348
730,5514c2e1-1134-46b4-90fb-7a504396599d,fn1321,2.30,363,1024,33,360.00,75.27661323547363
731,e0340374-c7ce-48fa-abbf-22ef07d90bee,fn1324,1.26,694,1024,47,692.28,370.1791763305664
732,83a4613e-65e6-42e5-be4a-d464a3ee6353,fn1326,1.58,344,1024,30,341.54,29.6170711517334
733,a4c666e8-93aa-43ef-9e9d-a5dacf729769,fn1325,2.24,470,1024,42,467.55,193.35627555847168
734,48919ecf-4f84-4c8a-a08f-ea1586102c7d,fn1328,1.23,464,1024,48,461.98,299.33953285217285
735,3ee60242-e920-44f7-ba7f-230aff25187f,fn1330,1.14,1178,1024,86,1176.42,895.4117298126221
736,4ef296e4-6dba-4e54-95f8-67e9cfc12bbd,fn1333,1.09,602,1024,48,600.31,304.6727180480957
737,5dd4de4f-f468-4670-ae85-4a3ce02116d0,fn1340,2.25,435,1024,33,432.72,113.7535572052002
738,8dcd4700-3a2f-4193-9fa2-da640022cbeb,fn1341,1.18,133,1024,31,131.56,12.444734573364258
739,6c4e6bac-07be-4c9b-a0d7-be8207226830,fn1342,1.39,513,1024,40,511.02,172.11437225341797
740,b1b7eea3-d5af-4d1f-aa61-7d2a9be136b4,fn1346,1.25,502,1024,35,500.02,150.92730522155762
741,c74f0f1e-1f44-41eb-be19-a060ed0cb962,fn1347,1.68,694,1024,50,691.42,375.9281635284424
742,75999cf1-f8a9-4df8-bc01-15b879f74d4a,fn1349,1.46,138,1024,31,136.50,10.085821151733398
743,e67ba497-9134-45cd-9e2e-3f84a13c3c2a,fn1350,1.34,632,1024,48,629.85,351.482629776001
744,a1e42af4-b931-479e-aba0-6f9f189cbfab,fn1352,1.69,707,1024,56,704.32,395.74623107910156
745,39c936cb-b58c-4a12-b148-f140b83a087b,fn1353,1.54,720,1024,48,718.37,347.2402095794678
746,93eb1c3c-2740-436b-8e59-0990f6ec5d2e,fn1356,1.27,394,1024,31,391.79,60.478925704956055
747,b0540951-7c43-45b6-b57a-5d6b0ce33a1b,fn1354,1.09,311,1024,30,309.60,21.876811981201172
748,3ba1562f-d7dc-448f-b8eb-bf37ccba956f,fn1355,1.76,1270,1024,86,1267.67,988.8665676116943
749,f330a08e-0acb-42a9-aaff-76477fe78ac9,fn1357,2.50,553,1024,54,550.11,388.1380558013916
750,deebfe4d-d15e-47c0-bf5f-6d940f7d711a,fn1360,2.55,691,1024,53,688.38,383.87036323547363
751,efbca613-83dc-4185-8e25-68e6110b59db,fn1363,2.10,293,1024,31,290.61,19.104480743408203
752,08d32454-8dd5-4300-b54d-d3d612c6d587,fn1366,1.55,716,1024,47,714.44,557.6925277709961
753,51890644-e7f7-46ae-bd64-f438062aa841,fn1367,1.53,226,1024,39,224.10,100.06904602050781
754,baccae40-329f-4f81-9798-596cefd86a2c,fn1370,2.17,972,1024,78,969.79,857.9323291778564
755,49c6deeb-e88e-4859-87d6-3d6e548c791b,fn1377,1.42,340,1024,48,337.80,209.74349975585938
756,616f1a7d-c080-47e4-ba50-070a7ab802c7,fn1384,1.16,385,1024,33,383.61,92.95654296875
757,50dcbaf5-dbbc-4da7-8091-6515976d7ed7,fn1385,1.24,1416,1024,90,1414.59,1103.738784790039
758,e5e6ffe8-a244-4c95-948a-16ecdfde72c2,fn1387,1.26,522,1024,37,519.84,249.80545043945312
