,request_id,function name,duration (ms),billed duration (ms),memory size (mb),max_memory_used (mb),init duration (ms)
1133,98286614-6d43-4d8d-aca6-703aaa2898a9,fn1178,2.31,188,1024,40,185.53
1134,25bb9cdb-bbba-41a6-bcf7-0b83e9874859,fn1182,2.28,319,1024,57,316.58
1135,17e85d8d-38ff-448b-ab24-55d27897dfb4,fn1185,1.40,273,1024,44,271.09
1136,c9bd5c95-89d7-4d31-8372-a30e04668fde,fn1184,1.37,146,1024,26,144.14
1137,a24a800c-d915-407b-958a-8832577d8afa,fn1183,1.66,2215,1024,166,2212.38
1138,1ad01a23-7460-47cf-abc8-3c8948b6c90f,fn1186,2.22,1092,1024,110,1089.53
1139,40a0810f-d5c4-4e06-8c8f-83f6693b4605,fn1187,2.24,205,1024,26,202.45
1140,1f2deb0f-5fc6-4809-a131-5a524588ff33,fn1188,1.78,145,1024,26,142.78
1141,1eb59460-dedb-479d-b680-16f5055c4f81,fn1189,1.20,116,1024,26,114.67
1142,2c3619bd-a2f7-4f8f-b6c1-d5f20272e0fe,fn1190,3.18,302,1024,40,298.27
1143,506a9716-358d-4874-9666-2967a237d071,fn1191,3.01,225,1024,28,221.85
1144,42de4c6d-0dca-4a76-915c-2c4748673896,fn1194,1.31,121,1024,26,118.85
1145,3cd92bbf-40ba-48a0-9579-7beaf2059007,fn1149,1.20,535,1024,63,532.80
1146,7cbbb03c-931b-4b9a-bbaf-a3c70181bd09,fn1196,2.53,234,1024,37,231.18
1147,1bde9f4c-94e9-46ee-ac33-ec19512a2486,fn1192,2.70,138,1024,29,135.06
1148,101ec789-30c6-4eba-92f8-496dc639d407,fn1193,2.36,320,1024,46,317.22
1149,90dff1b9-424a-44ad-ace3-a7b478f63757,fn1195,1.08,279,1024,56,277.54
1150,da3fd88e-540d-4d6b-a33e-cad7608369da,fn1199,5.46,306,1024,39,299.68
1151,3374596a-a7cb-4835-a8f1-833238012a60,fn1200,2.38,263,1024,37,260.44
1152,8ab8df62-ebc5-47d8-b90b-076c4ec69f20,fn1201,1.33,239,1024,36,237.35
1153,e3672892-029a-4a76-8671-00a51fb21e51,fn1202,1.31,365,1024,54,362.87
1154,8310da2a-5df0-42c6-81f7-4b3aea3f9e6c,fn1198,1.59,337,1024,55,334.85
1155,172ed2b1-beca-4d1e-a0ff-6b07ed7c28e8,fn1197,10.08,434,1024,56,423.30
1156,594f8a87-3d39-4dce-aa41-de02da668b72,fn1204,1.44,110,1024,26,108.16
1157,9bbda984-1656-405b-92f0-cc80aced7c88,fn1168,1.82,1824,1024,98,1821.37
1158,21df193e-7030-40f2-9373-90e092467cfd,fn1206,19.81,608,1024,45,587.84
1159,e894f78c-3bcd-4f76-9de9-83428fee4cd7,fn1205,1.22,148,1024,26,146.05
1160,03c32d6d-8496-4f1b-88a5-41829af2cba5,fn1208,1.46,182,1024,26,179.80
1161,07c999de-364d-4153-8675-c7aabc3d38d7,fn1207,1.21,1965,1024,133,1963.74
1162,5d56a49c-0b8d-4fcf-8504-d5dbf065ad23,fn1210,1.34,299,1024,39,297.38
1163,20531643-14d9-4741-8ae1-f045b9c41938,fn1209,2.58,408,1024,42,405.17
1164,721c6f6b-6b3a-4d0a-a5f2-5dfe83264ef4,fn1212,1.49,541,1024,65,539.40
1165,cf2d52e4-c309-49a0-b540-6a53aa60d0a2,fn1211,1.65,557,1024,44,555.11
1166,f88394e4-d0a4-4fc6-9589-0d4b513fceb6,fn1214,1.22,202,1024,40,199.96
1167,88870e81-40bc-486e-9238-681748e8a1d6,fn1215,1.11,442,1024,57,440.30
1168,2392f4b9-0fef-4dff-a7e7-41e1f0b3a414,fn1217,1.26,110,1024,25,108.58
1169,804f2fe6-f96f-4e92-a24a-d938e243ba8f,fn1220,1.59,248,1024,27,245.99
1170,4b207ec0-13b1-4101-809e-1f61ad48297e,fn1219,1.77,686,1024,59,683.61
1171,d37e44fc-fd5d-48e0-ab17-752bdd4ec59a,fn1218,1.77,316,1024,47,313.83
1172,5b70969b-0c52-461b-8454-8a186a6a7e91,fn1213,1.17,666,1024,61,664.70
1173,f699947f-b3be-49a7-8244-769ca56a346f,fn1223,2.62,440,1024,50,436.94
1174,834842f8-a87f-492d-b81b-04f8ac244061,fn1216,2.08,298,1024,44,295.52
1175,b724434f-4c9f-4453-abfa-cc62a672d376,fn1225,1.72,536,1024,59,533.99
1176,59389d3b-21ae-494b-b7b9-5b0cacdec4a6,fn1224,2.48,344,1024,57,341.28
1177,b7d29ce7-d7c0-41ff-acfe-ac8a867b1518,fn1221,1.11,141,1024,26,139.12
1178,cefc4b50-7d1d-4ca2-90a3-54369837e6a9,fn1226,1.85,468,1024,86,465.73
1179,cc2c350b-4834-4833-8ee7-e07515e51e92,fn1227,2.20,554,1024,43,551.29
1180,7c1b4bc3-4124-4421-a768-00c49521fb45,fn1222,1.94,167,1024,25,164.15
1181,c9902412-9640-42b3-a59d-a691d0255c23,fn1228,1.33,245,1024,39,242.92
1182,8b8475d8-3570-4965-8bbc-770d19454238,fn1229,1.25,139,1024,26,137.46
1183,939bcc12-1b92-4020-a0a3-448176838c62,fn1231,1.13,483,1024,43,481.75
1184,aef0562d-10f1-4f46-bd4e-9df604f9ef92,fn1233,2.38,518,1024,59,514.87
1185,6779eef7-fe0c-4533-9879-05180fd0e1c3,fn1234,1.49,182,1024,27,180.38
1186,7f355391-28ae-4f09-aee7-884f63bce82c,fn1230,1.34,676,1024,47,674.01
1187,8d000df0-608f-4c86-bb47-35e8f9e95977,fn1236,1.45,1549,1024,199,1546.58
1188,8ebd0e01-c928-4123-851d-845a0b146625,fn1238,1.45,495,1024,51,493.23
1189,ca125258-160c-4603-875a-1279667ce317,fn1232,13.09,619,1024,67,605.56
1190,9fe15117-5a28-4267-8676-826c297809ce,fn1237,1.34,149,1024,26,146.98
1191,0213583d-a64e-406a-a2b5-6e0ca50459e0,fn1241,2.52,590,1024,58,587.44
1192,bfddc1ac-6409-4f46-8bf2-a5fbf53c11fd,fn1243,1.70,524,1024,38,522.23
1193,8ba1526d-34cf-4690-82a8-5ad0c52fdbe6,fn1244,3.28,864,1024,39,860.50
1194,2e2b39f9-9ed3-4875-a0f8-3a421f1c4dd1,fn1242,1.23,543,1024,60,540.84
1195,2bbb6c4e-0d61-4ff8-988b-c00bb91b22a9,fn1246,1.52,425,1024,57,423.26
1196,a4047172-3933-443f-a49d-68921fd50c16,fn1240,1.76,501,1024,57,498.57
1197,fbd7070a-71db-4cdc-8bf5-bb10af61cd15,fn1245,1.76,355,1024,43,352.88
1198,a4188856-0696-41cd-9d70-9b43f3cfb311,fn1249,1.18,671,1024,59,669.28
1199,dbbaab25-b63e-4595-8794-13a272c9db0b,fn1250,1.21,359,1024,46,356.90
1200,b47a77e0-07e2-406b-9904-6841f90aaa5d,fn1251,13.20,376,1024,39,361.83
1201,47fabd50-1fc5-4196-aa94-3077b2c77ac8,fn1252,1.22,546,1024,58,544.10
1202,de9e1db8-32c5-48a0-904d-d2933d3ccd61,fn1253,1.52,358,1024,58,355.60
1203,3ea32d6f-1b59-4f1f-a098-c9072cf2515f,fn1235,1.84,195,1024,32,193.08
1204,952ce578-5e4c-4f18-aa1c-abf226ccf42b,fn1254,1.29,403,1024,44,400.92
1205,bdae4270-1b6e-4e45-9487-eda67695c03d,fn1255,1.33,354,1024,27,352.33
1206,771963a5-46ca-427f-8e1c-479efb17b08a,fn1256,14.28,371,1024,27,356.49
1207,23cd49f6-90e5-4e73-b41c-6fd1a1cd29ef,fn1258,1.58,208,1024,40,206.39
1208,7f2d9c05-3fb5-4d02-b1a6-247537ecf39d,fn1257,1.33,185,1024,39,182.71
1209,840f8074-22f3-4f8c-ba72-d4eee7f63b91,fn1259,1.32,567,1024,58,565.55
1210,48f8d3af-fe34-4938-8cbe-c0c81b0709eb,fn1248,1.37,455,1024,58,452.87
1211,022e0493-ab73-4378-8947-2f0cad41ac45,fn1260,9.69,207,1024,26,196.82
1212,1a620dac-8d29-4832-a75f-568245c8d072,fn1261,2.47,522,1024,43,519.03
1213,7e16671e-2e18-4fca-982d-f4e040e13531,fn1262,1.64,406,1024,49,403.75
1214,9c428cfc-2d0e-4ef6-9dc8-b0b7bfa450e3,fn1263,1.47,171,1024,26,169.40
1215,ea36c324-72fe-4536-b9ff-eeea02546f74,fn1265,1.46,132,1024,26,129.95
1216,106b9063-24e5-442e-a904-0f1c71f8baa0,fn1267,9.58,175,1024,25,164.65
1217,e21cc92b-162a-42d2-955c-2de457cacfce,fn1264,2.14,125,1024,26,122.08
1218,f5edbcce-6505-41b3-91d4-a1e05758ce2b,fn1268,1.26,167,1024,26,165.04
1219,97da5c3a-dcd5-4555-a736-17839b34eae7,fn1269,1.20,357,1024,54,355.65
1220,85de0fa2-60ca-4904-aaec-6b83cca961ac,fn1270,1.33,122,1024,27,120.49
1221,f74e1034-de40-4cf0-90bc-e2da3717df3b,fn1273,1.28,264,1024,40,262.56
1222,16f027ca-1cab-42a8-8381-16d912cc2947,fn1247,1.42,1143,1024,127,1141.37
1223,399d0e00-456d-4bf0-a24c-23ada3d7cd70,fn1271,1.38,611,1024,61,609.05
1224,7b4675e6-6d3e-489d-a3d8-e6882a130f4c,fn1274,1.37,239,1024,43,236.78
1225,b1540e36-1b1e-4825-ae68-b35940c18e43,fn1275,1.21,2401,1024,240,2399.26
1226,3efd0364-9491-4886-b74f-6e4e89afc9ff,fn1276,1.21,351,1024,57,348.91
1227,b295889e-0352-4e7e-a1b6-dd09be5c1c2a,fn1272,2.45,274,1024,44,270.66
1228,b71bbd64-201d-4aad-b86f-727f5a5cc353,fn1277,1.40,177,1024,30,175.14
1229,286278cf-1418-4c12-a14d-05e9209eac70,fn1280,2.06,216,1024,37,213.09
1230,e5d3ea1a-209c-4e92-9528-5801e26ec653,fn1278,1.38,205,1024,31,203.07
1231,c4502882-6c8e-4308-b74c-faee8429f099,fn1282,1.39,637,1024,39,634.92
1232,c0ca79aa-4e98-4995-9881-c10cbbf6793e,fn1283,2.44,320,1024,45,316.65
1233,ca018125-8e3d-4b69-a49c-bc1acfb13680,fn1284,2.56,159,1024,31,156.06
1234,0f084a5a-1418-42d6-b411-b90b9b73622a,fn1285,2.49,438,1024,59,435.18
1235,adabe049-f755-4a4e-a051-080cd499807e,fn1286,1.58,176,1024,30,173.89
1236,85dd8402-e79b-49e5-8a56-9389e92a3464,fn1266,1.59,136,1024,26,133.59
1237,182218b5-8420-4c40-9043-c29367a17152,fn1289,2.48,264,1024,40,261.06
1238,be70de62-5c70-4dcc-8ca2-c4cf2b61e43d,fn1290,1.91,354,1024,44,351.50
1239,8822ce02-50d0-40ac-ae55-1f2dce9245f7,fn1291,2.23,202,1024,26,199.67
1240,2477b7a1-6f4b-45fe-b482-af8f69d02b14,fn1293,2.72,566,1024,57,563.21
1241,873c85fc-f602-47fa-a458-4ee4ff1eb79d,fn1287,1.76,295,1024,39,293.11
1242,5e44b696-bfbf-4c3f-9762-02d0399d4cc8,fn1294,1.39,497,1024,42,494.78
1243,4450e955-0305-4417-a59a-fd78d766c29b,fn1295,1.36,297,1024,42,294.98
1244,75d835d7-8cdc-4c86-959b-ddae567c4f2e,fn1296,2.72,433,1024,59,429.59
1245,ce347d02-92ec-4a2d-81b7-be3c8c7ac565,fn1279,1.39,313,1024,52,310.84
1246,47eba20e-0734-4588-8d34-dfcac6ebd843,fn1297,1.52,343,1024,39,340.49
1247,8d90d362-a1cf-428c-aa53-a11e7553dae7,fn1300,3.10,381,1024,45,377.68
1248,83eb60d3-4430-4da3-a86e-edeb06d020c3,fn1299,1.20,638,1024,57,636.10
1249,50e1332f-077f-4e42-9295-37dd680b58a0,fn1298,1.61,212,1024,29,210.38
1250,5abcc1cc-d3d0-4aad-a351-0c67c260c073,fn1301,1.57,381,1024,39,379.37
1251,6820a8e0-9f7f-4fb1-939f-5c6d0be95006,fn1302,1.14,303,1024,44,301.21
1252,9bc7e21e-814d-4aad-8001-b8a3ec5b24ea,fn1303,1.55,495,1024,71,492.47
1253,0320ec25-a507-4262-b9c6-ffcc548353ad,fn1306,6.76,554,1024,60,546.32
1254,8509a96e-6faa-47c0-bcea-c8900cfeb610,fn1307,1.56,537,1024,55,534.69
1255,69081cc3-d246-4bf0-ae9c-0b83f7dbe3a1,fn1308,1.35,331,1024,43,328.77
1256,c9ae81d0-7bca-48dc-9028-fe7ab27ebf24,fn1292,1.33,435,1024,63,432.84
1257,0ac42af1-cea2-4772-a418-0efc2ec0c367,fn1305,1.39,242,1024,42,240.34
1258,6b1e1fee-ae25-4cd9-a19f-c339671f3196,fn1304,1.30,288,1024,39,286.45
1259,055833f9-194f-4e9a-922c-b6020293ee05,fn1310,1.23,130,1024,27,128.53
1260,b2a78f1d-411b-4fa1-82cf-c1fbab13e944,fn1311,1.48,193,1024,27,190.98
1261,ca83a642-6142-4388-b19d-633c9fc7a98e,fn1309,1.57,720,1024,71,717.91
1262,7941e8a3-7afc-40a8-8645-81522ecab6ed,fn1314,1.29,129,1024,25,127.30
1263,c6a2b467-d974-485f-9915-2d87fb58840b,fn1315,1.43,1034,1024,81,1031.96
1264,b137d24d-bc21-4f69-b223-a5bd6b2c8978,fn1313,1.57,618,1024,62,615.69
1265,0ad65025-b48a-4ded-ae01-e937e42da838,fn1316,1.41,838,1024,81,836.46
1266,39ca7ac2-2d8a-43fe-a1c9-e0125fa70368,fn1318,1.76,469,1024,52,466.73
1267,5960ed9a-5006-478c-adda-5f79d1ee7016,fn1312,1.95,433,1024,46,430.33
1268,e21effcf-5dc6-4cd0-a58c-5f0e1462ee2a,fn1321,3.23,257,1024,27,253.51
1269,810c0c93-c625-408c-8f7c-d1d68f10386e,fn1322,1.24,643,1024,81,640.97
1270,d9ef4dc4-5181-43eb-bf28-af21e56f7fbb,fn1323,1.48,301,1024,40,298.98
1271,3a9a8409-89b0-47d2-920a-307cd9f169d7,fn1324,1.84,625,1024,70,622.62
1272,487183ba-c59f-4c9d-aaea-88a8d80761ea,fn1326,1.18,379,1024,57,377.49
1273,520dad62-d0f9-4ddf-bb5f-c2e7d7312b32,fn1327,1.25,455,1024,43,453.45
1274,9e5e961a-3273-4ffc-87e0-194bff9c55a1,fn1319,1.28,291,1024,45,289.23
1275,5166faeb-a36c-4d7d-a37e-99c188b2fe5a,fn1329,1.41,215,1024,26,213.57
1276,1a33dcf4-589a-4d7d-82d1-0a3d761017fb,fn1331,1.32,372,1024,45,370.15
1277,8fadf1a4-b913-4daa-af40-6f8dd9af8e56,fn1328,1.58,804,1024,70,801.98
1278,cd7ca4d4-93b2-49aa-90b4-1e2716341fc4,fn1330,1.12,761,1024,81,758.89
1279,6bce131a-ccbd-4bf5-a6af-091be78c383e,fn1333,1.42,300,1024,43,298.01
1280,a3025bba-f65c-457c-8d1a-540ac522bd61,fn1335,2.59,1409,1024,99,1406.18
1281,f5aa3a56-940e-4eee-90e7-98e5647a8e8e,fn1336,2.18,121,1024,29,118.21
1282,c26df27f-8644-44c7-adad-06b8fd5146a6,fn1332,2.12,744,1024,51,741.69
1283,55e2bdae-7b2c-4478-8420-895c310dc95d,fn1334,1.27,286,1024,38,283.91
1284,9cbc85ec-52cf-4d06-ae3c-9db4daef5961,fn1337,1.16,125,1024,26,123.76
1285,c6075f0a-91d8-4bee-8854-2b060951cdd9,fn1338,1.60,2415,1024,169,2413.37
1286,129b19de-1af4-4d79-a90e-5ea387d09609,fn1341,1.16,541,1024,59,539.69
1287,957a6a47-d2dc-4eff-991a-4712071dc0a0,fn1339,1.41,178,1024,26,176.37
1288,6936b4b0-f90a-4cf3-b9ce-5881072b86cd,fn1343,1.14,1407,1024,106,1405.05
1289,5215cf93-c03b-40f5-9f3a-ec5c1d044abd,fn1345,1.30,364,1024,43,361.99
1290,de78bab6-2e07-48ab-8ec5-dd3be850a58e,fn1346,1.90,2242,1024,205,2240.01
1291,f0caf40b-7d86-4198-8c3c-cc2d553c7202,fn1347,1.37,318,1024,45,316.05
1292,201b86b4-402d-4854-b02d-4f7c487275a0,fn1342,1.27,203,1024,32,200.89
1293,1fac0266-d1e2-4b50-af8e-0ed06cb69c82,fn1348,1.74,921,1024,97,918.80
1294,07f20588-1ae5-472d-b0aa-6ddfe329b661,fn1349,1.76,151,1024,26,148.75
1295,fc4088d6-f712-4031-a773-b1d740c98e14,fn1352,1.35,261,1024,49,259.08
1296,85b757f8-2de1-497d-bf8e-d569018d4d7c,fn1317,1.58,533,1024,57,531.12
1297,86a4e57b-0084-45cc-88c0-91c4797a578a,fn1351,1.60,267,1024,30,264.71
1298,9b989754-b2de-4a9a-bc81-b4b997c8056c,fn1353,3.77,355,1024,45,351.16
1299,428a116c-e682-433d-b22c-ab5f57aa7316,fn1355,1.27,764,1024,81,762.66
1300,c8a7a594-7721-497c-872e-6cf83d16cd6a,fn1354,1.70,149,1024,26,147.27
1301,2ff383f0-338a-418c-9199-39edbe4e3f1d,fn1356,1.45,1167,1024,138,1165.50
1302,82a54c52-018c-4191-a2a5-f53e1b5d355e,fn1357,1.18,310,1024,47,308.78
1303,531e4cb8-f17a-4150-94f7-7a51d95718aa,fn1358,1.19,146,1024,32,144.80
1304,2625ad84-2bb1-40e8-b529-6eecd19552e4,fn1360,2.27,345,1024,46,342.07
1305,eac03e87-857e-433a-a3be-6a79a99e91a5,fn1361,1.52,1166,1024,98,1163.73
1306,d6d1480d-8002-438c-b73e-1a83e75c3f85,fn1350,1.37,384,1024,43,382.26
1307,30516230-41dd-42c9-b639-e2db79273c6d,fn1362,2.45,393,1024,44,390.28
1308,7cf7752d-3a7c-44fc-9414-e83a46beb5bc,fn1363,1.46,172,1024,25,170.47
1309,74329e7d-2705-4dd2-9453-3be3871d3b83,fn1364,1.83,129,1024,26,126.64
1310,223709c9-c820-41c1-a01a-94d1038e29e4,fn1365,1.62,386,1024,52,383.39
1311,f38957a1-68dd-4576-ab09-c253008ff611,fn1366,1.47,514,1024,43,512.42
1312,5f9669b9-3a94-47c9-a5e8-9e6c1e436eb2,fn1367,1.46,177,1024,32,174.93
1313,af621c23-497b-4afd-8199-fa9832320336,fn1368,1.72,993,1024,136,990.47
1314,f3067855-6a24-45f5-9a30-bc497618b921,fn1369,2.04,616,1024,59,613.42
1315,fbf1df2c-a0f0-4983-b821-dc3980e8414c,fn1371,1.54,351,1024,49,348.85
1316,7f70a101-a574-4d44-a3ab-91ae334f9622,fn1372,3.48,287,1024,43,283.33
1317,bcd7e51d-a7ad-47f8-ae93-371daef7186c,fn1373,1.55,463,1024,62,461.43
1318,999a2546-5563-4862-9d92-d5fe61fe93eb,fn1374,1.82,209,1024,28,206.38
1319,816da58e-945b-4465-9308-2412722b7370,fn1375,1.38,1516,1024,91,1513.83
1320,be4565ba-d9d3-4649-99f1-2a14bb11a981,fn1377,1.71,339,1024,44,336.74
1321,204fc68e-420b-499c-b483-06c8ec29e28e,fn1370,1.59,1650,1024,110,1648.03
1322,d8d203a7-0998-4677-9e91-3520701e3295,fn1380,1.31,494,1024,59,491.79
1323,6c161b5b-f484-4267-a2ea-3ff6dd92e285,fn1381,2.89,224,1024,39,220.37
1324,7c1188ec-91cc-499a-a241-5bbb046ab0fd,fn1378,2.14,153,1024,27,150.47
1325,f79d653c-ae93-4246-aae6-096162eb3881,fn1379,1.56,424,1024,44,421.85
1326,adf056ab-402a-4a4e-b49e-07bd1fbe6b63,fn1384,1.40,1158,1024,127,1156.05
1327,d927e5bb-6d5c-4259-8745-fbe27d71a5c3,fn1385,1.19,947,1024,84,944.96
1328,792e3f31-f44d-41a0-9108-b21436d4ad2c,fn1386,1.23,1699,1024,168,1697.41
1329,eacc1be9-6163-4251-8efc-1365b5eef08a,fn1376,2.56,324,1024,44,321.05
1330,46f28ead-8661-4aee-9063-addcfcecac48,fn1382,1.58,1042,1024,79,1040.28
1331,43366722-d4c4-4ea2-81af-9c2a2606d121,fn1387,2.24,1227,1024,129,1224.15
1332,c6dced43-094a-478b-91da-f36f657f270d,fn1388,1.30,450,1024,42,448.17
1333,112d26a3-9964-48dc-bf27-f8a352566bdc,fn1390,6.87,478,1024,54,470.13
1334,b8935e6a-6869-4e68-aa69-afe0972b421b,fn1391,3.08,436,1024,57,432.69
1335,5683d57f-d235-4c68-9600-661fc3b71d87,fn1389,2.23,538,1024,76,535.37
1336,20b17a7c-1924-43b6-a674-996264dc6b6c,fn1393,2.77,319,1024,37,316.19
1337,76ebb4e7-8bf6-4962-8b59-e42be8ad913c,fn1394,2.00,336,1024,43,333.33
1338,f0eb33ca-d387-4120-86dc-99717ec584fe,fn1396,10.95,1835,1024,179,1823.20
1339,db8294b0-239b-4cdc-840b-a40580bceaba,fn1395,2.60,1669,1024,113,1666.17
1340,1748b4dc-b3da-4556-a4a8-6ae1de577fb5,fn1397,1.26,1170,1024,91,1168.34
1341,255042b0-2a7f-48fd-82f5-2bcee3f65e0e,fn1392,1.26,208,1024,26,206.45
1342,9fdd8342-8fd5-4425-9d81-373db17055d8,fn1398,1.52,1427,1024,91,1424.77
1343,52b376c6-7a6f-4745-8255-9b720c2c113f,fn1401,1.50,175,1024,30,172.84
1344,1103948e-6ac0-4d08-9b0c-fa19f0545379,fn1402,7.12,161,1024,26,153.72
1345,7930e2bf-6947-43af-9003-516079dc89a1,fn1399,1.38,345,1024,40,343.44
1346,8ccc89a7-f8a9-4830-866d-4763f4bb8814,fn1400,1.26,446,1024,44,444.06
1347,b0e964c6-3e98-4838-87cb-b94b696194f0,fn1403,1.77,524,1024,55,521.62
1348,e4ed66e3-3450-4683-9677-c95ce10533ab,fn1404,1.48,401,1024,51,398.59
1349,63999d54-fe48-4d73-b342-e0bd2f78b3a9,fn1406,5.42,197,1024,25,191.21
1350,31491f29-75f7-4e91-87ee-efacde1cc9ef,fn1407,1.24,113,1024,26,110.87
1351,735029cd-bfff-43ff-8644-f9a63bfe6877,fn1408,2.94,1296,1024,100,1293.00
1352,f2978503-ffd1-424b-9364-97e554b954c8,fn1409,1.51,285,1024,42,283.31
1353,265f2612-dd4e-48d7-ba0a-cd6d4b291f35,fn1405,1.21,281,1024,33,279.24
1354,5972a02e-0019-44a9-b88b-513399ad6809,fn1411,1.67,659,1024,69,656.90
1355,84976d4f-d738-4594-ad76-bb86081a002d,fn1410,5.16,121,1024,26,115.13
1356,48ad6288-33a1-47a7-86cf-7de69f92c5c9,fn1412,1.33,1593,1024,199,1591.19
1357,da8a8179-2177-4fda-836b-eff0ab75124d,fn1414,1.95,1151,1024,91,1148.87
1358,c95dad7d-04ad-406d-8e15-0a57f20ccb6e,fn1416,3.00,180,1024,26,176.91
1359,26d3edd2-d818-491d-bc0f-03ef5c86dcf5,fn1418,1.39,410,1024,46,407.97
1360,7a7d18e8-28c3-4393-8d6c-6a615a7acbe1,fn1413,1.53,3563,1024,283,3560.56
1361,07dec81c-4606-4ca4-b334-a2fdf632db05,fn1420,2.43,438,1024,70,435.55
1362,257b4690-278b-499b-a4fb-0c0671ed61be,fn1421,1.27,131,1024,26,128.94
1363,29172c6e-b222-4900-8d22-7f1c5d85336d,fn1417,1.45,140,1024,28,138.32
1364,476746a9-2570-4790-bdd8-4434371a619d,fn1422,1.53,256,1024,30,254.40
1365,37e75373-dccf-4fa7-a0a3-c893034e48cd,fn1419,1.25,453,1024,43,451.55
1366,9d33526b-c6c9-4abd-8e25-7065fdeb362e,fn1423,1.37,190,1024,29,187.87
1367,07b6ea90-3c26-41a9-8336-ed3f6e6cfb6e,fn1426,1.28,201,1024,45,199.65
1368,17e2ff61-f8f3-4314-849a-cbca866aeeed,fn1425,1.56,252,1024,44,250.31
1369,fea4d2ba-b847-43c4-8f93-6258051e92c9,fn1424,1.34,168,1024,30,166.49
1370,27303f82-3ba2-4be0-973d-6d7a636eeb76,fn1415,1.31,395,1024,59,393.41
1371,3b4639e9-1880-4fef-ae5c-35a6a41107da,fn77,2.73,414,1024,57,410.56
1372,6ddb970f-5cf3-46d1-8cbc-14189f08cee5,fn1427,6.85,550,1024,51,542.47
1373,8b97e5f5-e684-46c2-98c3-ec1c6cb9e9c0,fn553,1.89,175,1024,25,172.81
1374,8b97e5f5-e684-46c2-98c3-ec1c6cb9e9c0,fn553,1.89,175,1024,25,172.81
1375,e0b8b62e-25d7-4b91-96a9-ad2bc8a201f1,fn447,1.32,298,1024,43,296.63
1376,2bdc2430-30c7-4416-b0fa-0186670b9b5c,fn334,1.25,648,1024,69,646.00
1377,15712be1-9540-4882-b831-5cda89f21d76,fn137,1.30,120,1024,27,117.92
1378,0a1e7df5-e41d-4cf7-bc70-924f8a4e62b3,fn1061,1.28,112,1024,26,110.36
1379,255042b0-2a7f-48fd-82f5-2bcee3f65e0e,fn1392,1.26,208,1024,26,206.45
1380,486a1f32-90b0-4dcf-a6f1-bf9384a2ff2b,fn253,1.55,122,1024,26,120.38
1381,b2777a7e-9fe1-4df5-9ffc-480b7e5b65b5,fn616,1.36,136,1024,26,133.75
1382,9869d3ee-bef5-4f49-8ef1-1c5eccab11e4,fn169,1.20,123,1024,25,121.51
1383,c8e5f252-ac1a-45f8-8c53-754feed53ed0,fn1344,1.17,350,1024,53,348.25
1384,f55cf036-67a0-4b21-bfe1-fd3cd6fd47ee,fn1112,1.46,144,1024,26,142.30
1385,5a4c705e-5963-444f-b901-e13e5114522f,fn1143,1.35,229,1024,37,227.16
1386,e7b4ee65-5bc1-4195-9916-c1ba48582b2e,fn451,1.34,339,1024,43,337.32
1387,96ee6ef3-1605-4503-97af-85c90e871af5,fn158,1.27,264,1024,43,261.95
1388,25e65b18-3b78-4f58-8761-e9612b6e0479,fn56,1.17,114,1024,25,112.81
1389,5a4c705e-5963-444f-b901-e13e5114522f,fn1143,1.35,229,1024,37,227.16
1390,4cf374bf-d04c-45d0-beab-3c77bd773f22,fn333,1.48,569,1024,69,566.57
1391,4cf374bf-d04c-45d0-beab-3c77bd773f22,fn333,1.48,569,1024,69,566.57
1392,c6dced43-094a-478b-91da-f36f657f270d,fn1388,1.30,450,1024,42,448.17
1393,97da5c3a-dcd5-4555-a736-17839b34eae7,fn1269,1.20,357,1024,54,355.65
1394,b3a22230-0cb7-47a6-ae43-904c36a3ae4e,fn372,1.34,438,1024,57,436.64
1395,b0af42eb-ac85-42d1-986f-5add8a5ab38d,fn987,1.25,372,1024,46,369.99
1396,9923e8cd-98e1-47fa-8090-3a16a02eb3a5,fn870,1.33,1335,1024,98,1332.81
1397,4518a07b-367d-4a4f-91be-ea1d8f875132,fn1015,1.45,132,1024,26,130.22
1398,55aa0e23-5977-4136-b82a-8101dffe6106,fn264,1.99,173,1024,39,170.40
1399,3b2bfdaa-8da6-4b32-9db4-a055c058edfa,fn1007,1.49,488,1024,46,485.97
1400,2b8331f4-d0db-4cc9-a509-462288888cdf,fn31,1.22,302,1024,43,300.60
1401,e2c8e686-66e5-4940-9453-1edd2c2ac926,fn786,1.20,382,1024,54,380.55
1402,84976d4f-d738-4594-ad76-bb86081a002d,fn1410,5.16,121,1024,26,115.13
1403,b59f5c20-d856-4bff-bd6f-64066caabe2e,fn1137,1.86,452,1024,56,449.40
1404,7b4675e6-6d3e-489d-a3d8-e6882a130f4c,fn1274,1.37,239,1024,43,236.78
1405,2a653eed-56b3-4e6c-b004-bd9c0d3bdedb,fn815,1.44,283,1024,38,281.04
1406,85957bb5-3a8f-437f-922e-22a5042cbc5d,fn605,1.54,238,1024,37,235.46
1407,21948df2-667a-43a4-9493-1f37c5144030,fn680,1.46,156,1024,25,154.52
1408,a12e6ff2-fe1b-4860-8d11-d52d90d1aec9,fn600,1.46,141,1024,28,138.72
1409,31491f29-75f7-4e91-87ee-efacde1cc9ef,fn1407,1.24,113,1024,26,110.87
1410,c83c4b16-79b5-48af-bf55-8abfcbfaff8d,fn415,1.00,234,1024,46,232.10
